Scan_Respiration_Data,Smoothed_Respiration_Data
98,99.3
99,99.1
99,99
99,98.9
99,98.9
99,98.8
99,98.8
99,98.7
99,98.5
98,98.3
98,98
98,97.7
97,97.4
97,97.1
96,96.9
96,96.8
96,96.7
96,96.6
97,96.7
97,96.8
97,97
97,97.2
98,97.4
98,97.6
98,97.7
98,97.7
98,97.7
98,97.7
98,97.5
97,97.3
97,97
97,96.7
96,96.5
96,96.4
95,96.3
95,96.4
96,96.5
97,96.6
97,96.9
98,97.2
98,97.6
98,98.1
99,98.5
99,98.8
99,99.1
100,99.3
100,99.5
100,99.7
100,99.8
100,99.8
100,99.9
100,99.9
100,99.9
99,100
100,100.1
100,100.2
100,100.4
101,100.7
101,101
101,101.5
102,101.9
103,102.4
103,102.9
104,103.3
104,103.7
105,104
105,104.2
105,104.4
105,104.6
104,104.7
104,104.9
105,105
105,105.2
105,105.4
106,105.6
106,106
107,106.3
107,106.5
107,106.7
108,106.9
107,107
107,107.1
107,107.1
107,107
107,106.9
107,106.7
107,106.2
106,105.8
106,105.4
106,105
102,104.6
103,104.2
103,103.8
103,103.5
103,103.4
103,103.3
103,103.6
103,103.7
105,103.7
105,103.7
105,103.7
104,103.6
103,103.6
103,103.5
103,103.2
102,102.9
103,102.6
102,102.4
102,102.3
102,102.2
102,102
102,102
102,101.9
102,101.8
101,101.6
102,101.4
102,101.1
101,100.8
100,100.4
100,100
99,99.7
99,99.4
98,99.2
98,99.1
98,99.1
99,99.1
100,99.1
100,99.1
100,99.2
100,99.2
99,99.2
99,99.1
99,98.9
98,98.7
98,98.6
98,98.5
98,98.5
98,98.5
99,98.3
99,98.2
99,98.1
99,97.9
97,97.6
97,97.2
97,96.7
96,96.2
95,95.8
94,95.4
94,95.2
94,95
95,94.8
95,94.7
95,94.6
95,94.6
95,94.5
95,94.3
94,93.9
94,93.6
93,93.2
92,92.8
91,92.4
92,92
91,91.7
91,91.4
91,91.2
91,91.1
91,91
91,90.9
91,90.9
91,90.8
90,90.7
91,90.6
91,90.6
90,90.5
90,90.4
90,90.4
91,90.5
90,90.5
90,90.6
91,90.8
91,91.1
91,91.4
92,91.7
92,92
93,92.4
93,92.7
94,93.1
93,93.5
94,93.8
94,94.2
95,94.5
95,94.8
95,95
96,95.3
96,95.5
96,95.7
96,95.8
96,95.9
96,96.1
96,96.3
96,96.4
96,96.5
97,96.7
98,96.9
97,97.2
97,97.4
98,97.6
98,97.8
99,97.9
98,97.9
98,98
98,98
98,97.9
98,97.8
98,97.7
97,97.7
97,97.7
97,97.8
98,97.9
98,98
98,98.2
99,98.5
99,98.8
99,99.1
100,99.3
100,99.6
100,99.9
100,100.1
100,100.3
101,100.5
101,100.7
101,100.8
101,101
101,101.1
102,101.1
101,101
102,100.9
101,100.8
100,100.7
100,100.6
100,100.4
100,100.4
100,100.3
100,100.3
100,100.4
101,100.6
101,100.8
101,101
101,101.2
102,101.4
102,101.6
102,101.7
102,101.8
102,101.8
102,101.7
102,101.5
102,101.3
101,101
100,100.7
100,100.4
100,100
99,99.6
99,99.2
99,98.9
98,98.7
98,98.5
98,98.3
98,98.2
98,98.1
98,98
98,98
98,98
98,98
98,98
98,98
98,98
98,98
98,98.1
98,98.1
98,98.1
98,98
99,98
98,97.9
98,97.9
97,97.9
98,97.9
97,97.9
98,97.8
98,97.8
98,97.8
98,97.9
98,97.8
98,97.8
98,97.6
98,97.4
97,97.2
97,97
96,96.8
96,96.6
96,96.4
96,96.3
96,96.3
96,96.3
96,96.4
97,96.5
97,96.6
97,96.7
97,96.8
97,96.9
97,97.1
97,97.2
97,97.4
97,97.6
98,97.9
98,98.2
99,98.5
99,98.9
100,99.3
100,99.8
100,100.3
101,100.9
101,101.4
102,101.9
103,102.3
104,102.7
104,103.1
104,103.4
104,103.6
104,103.6
104,103.5
104,103.3
103,103
102,102.7
102,102.3
102,101.8
101,101.3
101,100.8
100,100.4
99,100
99,99.5
99,99
99,98.6
98,98.1
97,97.7
97,97.4
97,97.1
96,96.8
96,96.5
96,96.3
96,96.2
96,96
96,95.8
96,95.7
96,95.5
95,95.3
95,95.1
95,94.9
94,94.7
94,94.6
94,94.5
94,94.5
94,94.5
95,94.5
95,94.6
95,94.8
95,95
95,95.2
95,95.3
96,95.3
96,95.2
96,95.1
95,95
95,94.8
94,94.6
94,94.3
94,94
93,93.7
93,93.5
93,93.4
93,93.4
93,93.5
93,93.6
94,93.7
94,93.9
95,94
95,94.1
94,94.1
95,94.1
94,93.9
94,93.8
93,93.6
93,93.4
92,93.3
93,93.1
93,93
93,92.9
93,92.9
93,92.9
93,93
93,93
93,93
93,93.1
93,93.2
93,93.3
93,93.4
94,93.5
94,93.5
94,93.5
94,93.5
94,93.5
93,93.5
93,93.4
93,93.3
93,93.1
93,92.9
93,92.7
93,92.6
92,92.5
92,92.4
92,92.3
92,92.2
92,92.2
92,92.2
92,92.3
92,92.5
93,92.7
93,92.9
93,93.1
94,93.3
94,93.4
94,93.5
94,93.5
94,93.4
93,93.4
93,93.3
93,93.2
92,93.2
93,93.3
93,93.4
93,93.7
94,94.1
95,94.4
95,94.9
96,95.3
97,95.7
96,96
97,96.2
97,96.3
97,96.3
96,96.2
96,96
96,95.8
95,95.5
95,95.2
95,95
94,94.9
94,94.8
94,94.8
95,94.9
95,95
95,95.2
96,95.5
96,95.8
96,96.1
97,96.3
97,96.5
97,96.7
97,96.8
97,96.8
97,96.9
97,96.9
97,96.9
96,97
97,97.1
97,97.3
97,97.5
98,97.8
98,98
99,98.3
99,98.5
100,98.7
99,98.9
99,98.9
99,98.9
99,98.8
99,98.7
98,98.5
98,98.4
98,98.3
98,98.2
98,98.2
98,98.2
98,98.3
98,98.4
99,98.6
99,98.8
99,99
99,99.2
100,99.4
100,99.7
100,99.9
100,100
100,100.1
101,100.1
101,100
100,99.9
100,99.8
99,99.6
99,99.4
99,99.1
99,98.8
98,98.6
98,98.5
98,98.5
98,98.6
98,98.7
99,98.8
99,99.1
100,99.5
100,99.9
100,100.2
101,100.5
102,100.7
102,100.9
101,101
101,101
101,101
101,100.9
101,100.8
100,100.6
100,100.5
100,100.4
101,100.3
100,100.2
100,100.1
100,100.1
100,99.9
100,99.7
100,99.4
100,99.1
98,98.8
98,98.5
98,98.2
97,97.9
97,97.7
97,97.5
97,97.5
97,97.5
98,97.5
98,97.6
98,97.7
98,97.7
98,97.6
98,97.5
98,97.4
97,97.2
96,97.1
96,97
97,96.9
96,96.9
97,96.9
97,97
97,97.2
98,97.4
98,97.5
98,97.7
98,97.8
98,97.9
98,98
98,97.9
98,97.9
98,98
98,98.2
97,98.5
98,98.8
99,99.1
100,99.6
101,100.1
101,100.6
101,101.2
103,101.7
103,101.9
103,102
103,102
103,102.1
101,102.2
101,102.1
101,102
102,101.9
102,101.9
102,101.8
102,101.9
102,102
103,102
102,101.9
102,101.8
102,101.7
101,101.6
101,101.6
101,101.5
101,101.5
101,101.4
102,101.3
102,101.2
102,101
101,100.8
101,100.6
100,100.3
99,99.9
99,99.5
99,99.1
98,98.8
98,98.4
98,98
98,97.6
98,97.3
97,96.9
96,96.6
95,96.3
96,95.9
95,95.5
95,95.2
95,95
94,94.9
94,94.8
95,94.6
95,94.5
95,94.3
94,94.1
94,94
94,93.9
93,93.6
93,93.3
93,93
93,92.8
92,92.6
92,92.3
92,92.1
92,91.8
92,91.5
91,91.2
91,90.8
90,90.4
90,89.9
90,89.4
88,88.9
88,88.5
87,88
87,87.5
87,87
87,86.4
86,86
85,85.6
85,85.3
84,84.9
84,84.5
84,84.1
84,83.9
83,83.7
83,83.5
83,83.4
84,83.2
83,83
83,82.8
83,82.6
82,82.4
82,82.3
82,82.1
81,81.9
81,81.9
82,81.8
82,81.8
81,81.9
83,82
82,82.3
82,82.6
83,83
83,83.4
84,84
84,84.5
86,85.2
86,85.9
87,86.6
88,87.3
89,88
89,88.7
90,89.3
90,89.9
91,90.5
91,91
92,91.5
92,91.9
93,92.2
93,92.6
94,92.9
93,93.2
93,93.5
94,93.8
94,94
94,94.2
95,94.4
95,94.7
95,95.1
95,95.4
96,95.7
96,96.1
97,96.5
97,96.9
97,97.3
98,97.7
99,98
99,98.2
99,98.3
99,98.4
99,98.5
98,98.5
98,98.4
98,98.3
98,98.3
98,98.3
98,98.4
98,98.6
99,98.8
99,99.1
100,99.3
100,99.5
100,99.7
101,99.9
100,100
100,100
100,99.9
100,99.8
100,99.7
99,99.5
99,99.4
99,99.4
99,99.3
99,99.2
99,99.1
100,99.1
99,99
99,98.9
99,98.8
99,98.6
98,98.5
98,98.3
98,98.2
97,98.1
98,98
98,97.9
98,98
98,98.1
98,98.2
98,98.4
99,98.4
99,98.4
99,98.5
99,98.5
98,98.5
98,98.5
99,98.4
98,98.3
98,98.2
98,98.1
98,98.1
98,98.1
98,98
98,98
98,97.9
98,97.8
98,97.7
98,97.5
97,97.3
97,97.1
97,96.9
96,96.7
96,96.6
96,96.5
96,96.6
96,96.7
97,96.8
97,97
98,97.2
98,97.4
98,97.6
98,97.8
98,97.9
98,98.1
98,98.2
98,98.3
98,98.5
99,98.7
99,98.9
99,99.1
100,99.3
100,99.4
100,99.5
100,99.5
100,99.4
99,99.2
99,98.9
99,98.6
98,98.3
97,98
97,97.7
97,97.5
97,97.4
97,97.3
97,97.3
97,97.5
98,97.6
98,97.8
98,97.9
99,98
98,98.1
99,98.1
98,98
98,97.8
98,97.6
97,97.3
97,97.1
96,96.8
96,96.6
96,96.4
96,96.3
96,96.3
96,96.3
96,96.4
97,96.5
97,96.6
97,96.8
97,97.1
97,97.4
97,97.8
98,98.2
99,98.7
99,99.3
100,99.9
101,100.6
102,101.3
103,101.8
103,102.1
104,102.4
104,102.5
103,102.4
102,102.1
102,101.7
101,101.3
100,100.7
99,100.1
99,99.6
99,99.2
98,98.8
98,98.5
98,98.2
98,98
98,97.7
98,97.3
97,97
97,96.8
96,96.6
95,96.4
95,96.2
96,96
96,95.9
96,95.7
96,95.5
96,95.3
96,95.1
95,94.8
94,94.5
93,94.3
93,94.2
93,94.1
93,94.1
94,94.2
95,94.4
95,94.7
96,95
96,95.3
96,95.6
96,95.8
96,96
96,96.2
96,96.3
96,96.5
97,96.8
97,97.2
97,97.6
98,98
99,98.3
100,98.7
100,99
100,99.3
99,99.6
100,99.8
100,99.9
100,99.9
100,100
100,100.1
100,100.3
100,100.3
101,100.3
101,100.2
101,100.1
100,100
100,99.8
99,99.6
99,99.2
99,98.8
98,98.3
98,97.9
97,97.5
97,97.2
96,96.9
96,96.5
96,96.2
96,96
96,95.8
95,95.6
95,95.4
96,95.1
95,94.8
95,94.5
94,94.2
93,93.9
93,93.5
93,92.9
93,92.4
92,91.9
91,91.5
90,91.1
90,90.7
90,90.2
90,89.8
89,89.5
89,89.3
88,89.1
89,89
89,88.9
89,88.8
88,88.9
89,89
89,89.2
89,89.3
90,89.5
90,89.7
90,90
90,90.2
91,90.4
91,90.6
91,90.7
91,90.8
91,90.8
91,90.8
91,90.7
91,90.6
90,90.6
90,90.5
90,90.4
90,90.3
91,90.2
90,90.1
90,90.2
90,90.3
90,90.4
90,90.5
91,90.5
91,90.6
91,90.8
91,91.1
91,91.3
91,91.6
92,91.8
93,92.1
92,92.5
93,92.9
93,93.4
94,94
95,94.6
95,95.2
96,95.9
97,96.5
98,97.1
99,97.6
99,98.1
99,98.6
99,99
99,99.3
100,99.5
100,99.6
100,99.7
100,99.8
100,99.9
100,100
100,100
100,100
100,100.1
100,100.2
100,100.4
100,100.6
101,100.8
101,101
102,101.2
102,101.4
102,101.5
102,101.5
102,101.3
102,101
101,100.5
100,99.9
99,99.2
98,98.4
97,97.5
96,96.6
95,95.7
94,94.9
93,94.1
93,93.4
92,92.8
92,92.3
91,91.9
91,91.6
91,91.5
91,91.4
91,91.4
91,91.4
92,91.6
92,91.9
92,92.2
92,92.4
93,92.6
94,92.9
94,93.1
93,93.3
93,93.5
94,93.8
94,94
94,94.1
94,94.3
95,94.5
95,94.8
95,95
96,95.2
95,95.3
96,95.5
96,95.5
96,95.6
95,95.7
96,95.7
95,95.8
96,95.8
96,95.9
96,96
96,96.2
96,96.3
97,96.6
97,96.8
97,97
97,97.2
98,97.4
98,97.6
98,97.7
98,97.8
98,97.8
98,97.8
98,97.7
98,97.7
97,97.7
97,97.7
97,97.7
98,97.7
98,97.7
98,97.7
98,97.8
98,97.9
98,97.9
98,97.9
98,97.9
98,97.9
97,97.9
98,98
98,98.1
98,98.2
98,98.3
99,98.3
99,98.5
99,98.6
99,98.7
98,98.8
99,98.9
99,98.9
99,98.9
99,98.9
99,98.9
99,99
99,99
99,99
99,99
99,99
99,99
99,98.9
99,98.7
99,98.6
99,98.5
98,98.3
97,98.2
98,98
98,97.8
97,97.6
98,97.3
97,96.9
97,96.6
97,96.1
96,95.6
94,95.1
94,94.5
93,94
93,93.5
92,93.1
92,92.8
92,92.8
92,92.8
93,92.9
93,93
94,93.2
94,93.4
94,93.5
94,93.5
94,93.4
94,93.2
93,92.9
92,92.5
92,92.1
91,91.7
91,91.3
90,90.9
90,90.6
90,90.4
90,90.2
90,90.1
90,90
90,90
90,89.9
90,89.8
90,89.7
90,89.7
89,89.6
89,89.5
89,89.5
90,89.4
89,89.4
89,89.3
90,89.3
89,89.3
90,89.3
89,89.3
89,89.4
89,89.5
89,89.5
90,89.7
90,89.8
90,90.1
90,90.4
91,90.7
91,90.9
92,91.1
92,91.3
92,91.5
91,91.7
92,91.9
92,92.1
92,92.3
92,92.5
93,92.7
93,93.1
94,93.5
94,94
94,94.5
95,95.1
96,95.3333333333333
97,95.625
97,95.8571428571429
98,96.1666666666667
